lat,lng,cap
48.8448,17.0668,2.2
41.9756,-71.475,3.85
8.9348,77.8369,80.88
52.3456,12.5617,31.12
37.3802,-6.5449,1.1
35.0381,33.564,1.19
51.9058,12.6346,2.48
43.4696,13.4733,1.18
31.8153,120.7772,50.9
49.9168,11.8798,6.38
42.3407,26.3496,2.86
36.1416,137.9648,0.38
36.2669,138.9585,4.48
48.4969,3.7515,25.19
42.7086,-84.6721,5.34
37.5534,13.3161,3.17
41.6305,-93.7588,0.72
37.2539,140.3596,2.41
41.6382,23.2092,0.65
34.8287,108.7921,0.96
35.4063,137.0839,2.45
36.1187,127.446,1.53
34.6899,127.2715,6.46
37.4837,106.1318,101.35
39.7591,20.676,4.95
34.2316,133.8349,1.22
43.5521,83.1714,33.43
28.4969,77.0749,2.8
48.8996,12.324,7.06
49.1786,11.2566,1.35
28.0669,-82.018,7.01
-12.998,-55.6272,1.01
35.9697,138.1225,1.64
41.7403,13.106,2.91
37.478,13.3975,1.46
42.4209,-72.5323,3.34
11.5506,107.439,1.71
40.1574,18.2353,6.14
42.1153,-1.2246,11.84
43.1953,12.3271,1.73
43.8479,10.9973,0.39
32.2041,36.241,3.56
53.4503,5.6746,9.46
35.8125,140.3837,1.02
29.9354,35.0784,5.67
34.9939,-114.5515,30.98
26.8527,105.6347,3.31
48.3949,13.3587,4.12
40.4231,111.2656,62.62
36.2017,136.1246,5.21
37.3811,-117.9814,0.56
-20.2297,57.7021,13.49
46.6687,19.8878,10.75
41.6351,114.8884,2.46
44.5509,10.8149,0.36
40.726,-74.1117,1.33
-29.2488,21.3029,80.43
37.3616,-76.7807,21.25
43.9229,1.2657,2.46
41.6355,0.6178,3.47
36.0226,140.6106,7.3
27.6785,113.8197,2.33
42.8939,-74.2157,2.58
13.5763,101.0028,1.94
33.8138,115.9254,1.83
41.2189,16.4193,5.28
24.5605,80.9519,1.02
54.7635,24.1087,11.59
37.9546,34.6195,1.17
33.2114,-117.1775,2.94
39.7855,28.9588,3.22
31.2982,-101.1592,1.89
37.424,38.8106,14.82
39.4839,29.5456,1.7
40.3157,110.775,263.24
32.185,112.0132,53.13
47.369,130.3392,67.77
54.0269,9.4706,2.54
34.3444,136.8309,3.15
38.4536,24.0445,0.76
48.8559,8.655,0.4
38.7299,35.2479,2.67
18.2519,-70.2048,7.31
39.434,21.7367,2.61
37.7613,39.2469,6.14
38.3093,141.0286,1.87
17.9301,75.934,16.56
36.2514,139.3729,2.48
45.6175,-94.4833,3.87
49.8546,10.5916,10.69
44.3353,26.1529,2.77
22.5357,120.367,23.6
42.4816,-72.9012,0.84
41.9903,121.7266,8.19
28.7485,112.0387,67.31
48.1051,12.6464,4.42
42.4347,12.5078,1.25
36.6269,140.045,2.31
12.6048,107.8417,4.55
35.6421,140.1995,0.52
13.4353,106.6761,2.83
43.3635,12.8948,1.92
42.1789,-72.5615,0.93
42.0742,-97.6271,2.62
32.9372,131.9001,2.57
61.3252,24.2946,4.33
35.5557,-78.3005,2.47
36.1669,127.4441,1.4
40.7528,23.0075,0.4
32.378,131.5516,0.38
40.9039,25.9563,2.54
49.7892,12.9625,1.43
49.9958,6.457,1.07
23.8862,103.7294,24.3
25.7753,103.4018,2.11
37.6443,28.9761,1.67
34.0782,131.8166,1.63
50.744,14.5209,4.42
45.2133,0.623,10.97
25.7835,106.9927,0.76
17.8664,78.0159,9.84
48.1823,12.3799,2.76
44.0241,-77.0917,13.09
2.1195,45.2923,5.83
44.7183,-68.9017,4.66
51.232,5.3845,7.79
50.5077,10.7382,0.93
42.0612,-0.6613,4.2
37.5721,140.451,6.74
34.8309,111.6339,1.44
26.247,102.8752,1.56
38.3948,140.8585,3.81
30.5401,120.5399,2.26
42.5018,-71.7378,2.18
54.3422,12.7134,47.14
20.0696,72.9117,1.92
39.9833,114.9438,4.31
41.0497,-78.6476,21.3
41.6912,114.8267,17.66
41.6736,-70.2721,4.71
52.1083,-4.5237,10.57
38.7848,-7.1199,2.41
37.7482,-88.9715,0.78
36.2135,139.9631,1.26
38.6822,21.1696,4.01
29.6771,114.6848,84.6
31.4713,-97.1358,8.93
11.21,77.3292,3.7
31.107,114.7401,9.75
38.5177,-3.5034,5.66
23.746,75.2308,2.26
16.8058,79.0509,6.93
32.353,-108.6921,0.55
25.7682,103.7436,22.93
25.2339,105.4264,42.23
33.2591,131.7223,73.71
53.0131,-1.9287,2.27
38.1336,32.5813,1.77
30.4788,120.9265,10.23
37.5244,140.5299,1.5
39.7306,39.5456,1.72
52.8158,16.0575,3.35
53.9766,13.1518,5.75
51.2268,0.7115,9.91
49.3455,7.2574,2.12
35.1324,127.8442,7.21
42.651,26.5403,4.42
38.5047,-1.3095,1.63
25.2593,106.588,106.61
38.3708,23.3241,1.2
41.1249,15.4692,1.29
44.065,12.1191,0.97
9.3708,106.0682,7.32
34.7052,114.0026,6.6
45.5172,-94.1106,2.41
44.0007,-75.821,4.52
50.8463,6.8344,4.43
36.632,137.0922,1.41
35.1446,-107.8112,8.62
35.0522,127.2736,6.97
30.0931,120.4378,2.4
29.1211,119.9823,2.22
52.4202,5.243,22.61
31.9546,117.439,42.82
22.8196,111.7435,1.9
39.7379,21.5837,0.5
50.3236,11.796,3.46
26.5862,111.6256,2.53
44.8039,-69.8396,6.01
24.9667,112.6045,40.91
22.3272,70.289,5.31
37.3709,-121.1456,47.13
34.1352,135.1766,1.08
38.697,114.598,587.76
41.0583,-5.3855,3.87
45.1436,-122.6079,2.76
30.3209,120.2539,1.53
21.6352,70.6736,3.08
29.9067,78.7437,35.82
35.633,127.0607,2.27
39.6442,-119.8661,0.7
53.534,-3.0665,2.22
35.9423,127.0864,0.7
38.443,128.3931,14.47
36.8882,140.0821,4.28
33.1297,119.0358,73.04
37.2139,118.8588,4.96
-33.5576,-71.2448,11.6
40.8504,22.6485,0.92
42.7225,26.8902,5.27
41.4696,23.325,15.19
36.7149,113.8721,62.59
26.7424,111.7032,11.29
35.8153,138.4267,2.55
-17.5006,-47.8374,1.42
33.2177,130.1284,1.99
43.8497,12.5849,0.59
23.376,83.0071,16.09
51.3812,11.2826,3.75
48.3855,7.8677,1.06
43.8387,12.9462,1.48
35.5187,110.6553,3.14
34.5893,135.6407,1.17
34.6247,132.4638,3.07
52.099,23.0853,0.69
51.5993,-3.7642,12.65
35.5254,127.304,2.34
51.7416,11.9573,1.62
32.9398,131.487,2.58
34.2781,-119.2338,0.55
49.0661,10.8476,4.79
34.6907,-112.4046,14.9
40.2745,21.7906,0.36
41.1029,24.8473,3.01
14.08,79.8997,2.81
16.9209,75.5021,16.81
37.8246,113.7426,15.31
44.5176,11.4117,10.72
51.218,12.8549,5.45
40.9435,25.367,1.04
35.1648,135.4494,7.69
40.4031,17.8851,2.81
37.4471,32.5307,1.98
37.7774,24.0659,0.65
34.9568,-118.104,443.58
17.9064,76.3231,30.9
42.024,14.7821,4.73
37.6378,105.7645,322.79
51.5588,21.8935,4.77
44.5851,7.7306,0.76
38.0921,44.0438,4.48
32.6824,-114.6489,0.29
23.6289,112.8177,2.17
13.821,101.2875,2.1
41.4353,13.0087,7.17
41.3886,15.4986,1.84
52.5792,5.9793,4.48
43.2775,13.5486,2.99
37.2529,13.6461,3.26
34.7358,110.5312,8.5
52.3988,9.016,0.62
52.2806,11.4796,15.61
54.301,12.9198,6.28
34.0084,131.5168,1.54
34.7563,126.1547,8.39
33.6601,118.5014,1.38
49.4397,7.5344,1.18
41.1072,114.5282,7.3
31.2576,130.4081,1.42
53.7679,12.5803,1.16
36.0412,129.0602,2.77
23.0227,114.8589,46.64
25.2862,105.4383,6.37
42.4159,-78.2348,4.14
54.7593,11.8188,12.65
58.7272,26.1929,1.27
8.4566,124.7984,1.91
38.1994,33.9185,1.77
43.5665,144.991,8.16
35.4255,127.17,0.62
41.7284,-1.2294,4.73
40.7844,22.4294,4.19
49.841,18.4414,0.86
36.7089,128.4833,1.29
38.9041,-1.4747,2.22
39.7971,20.7087,1.43
43.327,11.8585,0.72
37.2865,14.172,1.79
34.744,137.4402,0.67
37.1491,37.3785,63.18
33.2975,130.9572,5.9
33.0319,116.2661,25.72
42.3273,24.8323,5.7
27.3596,71.9622,24.64
47.1396,18.4192,0.79
26.8609,71.9936,14.45
38.6333,114.879,56.98
49.296,10.2532,0.97
41.3099,114.9988,39.48
37.687,140.7216,26.07
48.3601,9.0063,1.51
49.3606,10.8001,10.9
33.4331,130.1407,2.39
30.0884,57.3156,19.08
42.1247,-1.8358,11.51
39.1748,-4.8377,4.78
29.9938,121.4186,4.75
38.652,39.7557,7.09
34.1951,131.1713,4.87
37.5698,-76.4735,20.31
40.907,106.6734,126.46
49.7825,-103.2069,1.09
21.0716,110.5081,1.88
33.3604,-84.9948,2.1
34.8531,127.4385,3.61
37.2227,140.2985,1.08
11.673,108.2614,8.65
36.0972,118.9998,12.34
34.786,134.7868,0.68
46.5121,2.607,4.96
38.104,23.2276,0.87
-0.3188,115.8565,2.5
54.1643,9.9621,17.79
52.2429,6.008,10.94
-30.6701,-70.9369,11.14
40.5909,107.2909,2.23
36.6895,-79.7002,28.06
50.8789,-3.3142,1.97
28.6567,33.2123,10.84
41.0673,109.7774,61.83
32.9734,112.1911,0.66
37.9839,32.6163,1.44
36.2817,138.3505,3.1
43.4021,-85.4535,3.65
25.6464,115.4471,32.51
42.2724,14.206,0.57
35.1466,136.5675,1.38
15.5618,76.0362,68.36
25.7083,104.373,52.07
19.1075,110.5049,1.5
52.5651,-1.1307,3.1
33.0862,116.5097,0.38
37.665,114.2198,5.98
43.5145,13.4875,1.28
35.1557,138.7739,1.66
47.0476,18.3081,1.67
48.3923,11.0626,0.66
31.8212,114.819,39.35
38.87,111.7244,3.36
51.6363,-4.0118,5.21
24.207,112.4885,7.26
37.946,21.2269,0.99
46.8131,6.9336,4.23
43.8359,12.7322,1.76
-31.9898,-68.5404,20.94
17.0389,107.1009,4.11
36.5077,103.6963,16.09
36.1581,128.0488,1.42
37.241,-3.7947,1.71
26.3461,127.9671,10.14
32.752,35.076,0.44
36.5569,136.9168,1.55
37.9094,21.2558,0.54
34.8202,136.1209,6.76
51.4812,11.9575,0.56
41.9068,22.3763,7.7
41.6632,25.7696,3.43
40.8695,25.8569,0.96
33.287,130.1408,0.42
35.5166,140.2356,2.44
43.9978,-69.6195,4.5
34.5203,133.6616,1.45
52.195,23.0029,0.78
51.3925,0.8711,9.66
22.787,91.3669,51.36
35.9073,138.2287,7.16
40.1329,140.3869,6.47
34.9888,126.4085,47.18
37.2731,-5.1335,3.15
40.1227,-105.1298,1.3
50.4276,14.2899,0.85
34.1545,130.9559,3.99
21.2458,71.9985,39.51
31.9674,35.936,3.72
37.3692,-4.7572,4.75
44.7843,8.7001,3.31
39.1691,-2.1905,3.16
37.039,119.0942,25.2
36.3348,127.9842,2.93
40.3677,35.0892,4.86
51.1603,0.5003,5.42
14.1576,108.543,1.86
41.6495,0.9322,1.98
34.7581,125.9537,22.28
15.5895,108.4416,0.73
40.8244,22.5208,1.45
40.535,15.5861,0.98
38.0091,-3.9796,4.52
49.8674,14.7064,0.96
41.6702,15.1571,5.63
38.2298,34.2969,0.46
38.1229,41.1497,4.05
-35.332,-71.6111,9.36
31.8592,131.0929,0.66
49.6962,7.7864,8.38
37.2936,-7.2791,6.46
37.4398,138.6626,14.71
41.4514,-97.0473,2.42
50.0068,6.7005,2.6
45.5418,8.2163,1.34
42.2464,14.4342,0.63
5.9922,102.1118,4.65
42.9636,13.8553,0.72
37.3983,79.6798,1.17
39.0696,-8.9736,81.29
35.0405,134.5503,0.73
31.3721,130.4466,1.43
31.1926,34.3678,10.95
28.4275,77.1597,3.09
23.4043,116.5762,41.68
50.8124,-2.6466,4.27
42.623,23.5876,0.86
30.0779,115.9047,3.81
35.6738,140.62,1.61
8.7643,77.9789,25.64
39.7683,19.7231,2.95
39.7367,22.398,2.87
-27.1538,-51.8686,1.12
37.694,-77.0376,1.04
42.3234,-2.039,8.99
49.0049,17.0439,2.45
-29.5491,22.9178,1.98
39.7258,30.2524,5.34
33.93,-118.3083,0.57
18.6044,75.0374,13.96
22.4876,-79.9884,2.57
36.3511,127.002,0.79
51.9307,13.1511,1.22
40.3343,97.2777,162.02
50.9369,14.8003,14.98
42.3,14.2147,0.32
32.9446,115.1261,1.3
45.1519,12.2114,1.21
25.1094,98.9706,49.09
50.2627,22.1804,1.35
38.3349,23.374,3.55
52.7411,7.0316,26.42
48.8429,10.7173,4.13
38.4115,38.0374,1.5
45.1716,9.922,2.84
53.3364,12.5495,5.88
39.3433,3.0578,2.1
35.9865,139.347,2.71
11.239,106.6245,1.27
27.3848,70.5668,31.72
40.0466,114.446,67.77
15.598,108.1614,3.95
40.9372,14.0692,23.35
24.9681,114.1381,1.88
51.5414,-2.5309,25.83
40.7789,141.1548,0.84
39.9126,-5.5279,4.1
32.2467,130.0594,5.4
30.857,120.9577,0.97
34.8625,-87.2025,1.1
27.4179,116.1566,0.91
45.0658,-93.2519,0.72
42.3502,25.0872,1.69
14.96,108.9322,18.57
36.9782,140.9073,5.17
53.4088,0.0179,8.15
53.0053,23.6014,0.67
48.1654,9.8712,2.29
34.7641,-87.9193,256.95
23.5869,116.0891,1.56
-6.7039,107.3341,121.98
48.4408,12.5853,3.25
35.3772,140.0049,1.35
38.2323,-122.1218,1.24
35.2405,137.1128,2.04
50.9337,22.7946,1.04
34.705,109.8794,68.73
33.5079,119.8082,2.99
35.8281,128.8909,0.97
36.3624,128.3245,1.31
58.8784,24.7757,0.48
41.2833,15.7498,3.18
37.7202,38.3143,4.99
24.0129,103.1809,5.47
-31.7024,-71.2676,2.67
38.0939,116.9919,0.95
9.292,77.639,8.98
33.3967,116.0845,0.9
14.2004,43.4448,0.55
36.9987,-77.1201,1.57
34.4767,133.5882,18.8
37.6155,27.9512,4.45
44.7264,-75.4935,14.41
42.2054,-121.8139,5.36
36.4702,139.2295,3.93
2.6651,101.8183,10.2
33.397,132.0995,1.81
42.1734,-1.5797,5.2
42.5868,9.4373,2.05
45.2869,9.0499,4.83
44.0068,-93.4941,1.71
35.2204,-79.5183,6.15
35.0099,106.7868,9.47
38.0993,102.8756,887.83
33.6677,-78.918,2.06
43.7471,-87.7646,2.33
40.3326,41.0361,3.35
43.9357,-69.7841,5.4
39.196,-77.1108,6.08
38.347,141.0234,10.05
38.4425,114.2301,0.79
35.6101,126.8867,1.32
37.8361,-76.7979,31.52
34.0611,112.4537,1.1
52.1797,11.74,3.23
49.4357,17.0754,1.65
35.3064,-89.1683,19.37
31.4041,130.2924,2.85
38.5275,141.1877,1.29
29.1895,89.9126,15.78
43.5585,13.2916,1.6
42.5344,26.4416,1.95
48.1308,16.4104,2.55
39.7666,29.5593,1.24
41.7966,-4.6234,0.75
37.3239,-121.781,1.17
48.3568,17.9812,4.6
32.5451,118.5187,67.14
49.1808,6.816,8.34
35.5057,116.4293,1.6
40.3277,22.4887,8.7
38.4001,106.5593,109.79
17.1553,77.6287,14.22
35.9842,27.7925,1.24
38.0732,139.3983,4.6
47.4914,16.909,1.69
35.663,140.4832,0.55
37.1125,-120.5464,1.37
33.2341,116.4941,0.35
54.1012,-1.3691,0.41
34.8235,139.006,1.17
44.2371,-93.3917,1.77
34.8711,134.8243,0.43
36.0808,140.3535,0.8
38.7921,-76.7298,3.57
39.64,22.669,2.28
49.2325,10.6821,3.04
45.6693,11.5873,2.04
38.2992,23.4726,0.32
40.4144,16.8455,6.36
50.0129,10.0823,2.49
32.6584,116.3176,5.84
53.8055,-0.1494,0.33
38.7561,-6.9642,3.92
41.8307,15.8482,3.09
36.1635,-119.6504,23.09
38.216,114.0657,49.32
51.5777,19.0827,2.93
50.9092,10.9031,5.87
51.5838,-3.3425,6.74
19.1553,109.8998,3.12
37.1604,121.615,9.39
28.1828,-82.1267,15.7
44.8047,82.0097,287.65
40.7688,19.393,2.76
36.2207,102.9866,17.76
38.641,109.5636,125.47
43.6846,10.3795,4.08
47.0134,17.8246,1.78
31.7165,34.714,11.96
44.113,-72.6058,2.56
47.3279,22.3359,6.95
49.2553,10.491,5.3
38.2269,-0.8561,0.42
34.8652,132.0158,1.31
35.6061,126.9094,2.03
32.9647,115.9239,35.47
-17.1282,-43.8458,8.67
40.6176,16.2787,2.55
30.266,-97.6851,2.67
49.4614,10.4697,8.18
25.2942,108.2707,27.85
33.4084,-96.0778,128.71
26.8682,105.9374,13.27
51.1189,6.434,0.94
42.4384,12.5202,2.36
47.4774,18.3029,0.75
51.9341,12.7643,2.54
27.3813,80.916,7.59
44.5129,5.733,8.5
48.7516,13.612,2.49
38.1573,-1.0263,1.62
40.1224,23.3632,1.24
35.9254,114.4043,2.58
34.5716,136.4695,0.56
35.6586,140.5944,0.59
39.0105,-1.8954,6.44
23.066,115.01,0.92
37.9748,-7.7964,0.37
37.8093,127.8551,3.74
36.4735,113.465,3.23
42.8215,13.6707,1.1
22.6077,71.4314,15.32
43.2968,145.5667,3.47
52.6386,0.1551,5.47
48.5161,13.1067,3.6
54.8595,8.6828,0.62
39.128,22.203,1.27
50.7489,22.3444,0.76
32.2189,130.4092,1.34
52.3045,30.2406,6.77
27.051,-80.547,57.99
53.8047,11.4625,14.32
31.4763,114.0825,1.08
36.4415,139.5732,64.68
34.5629,136.6101,2.32
38.4065,106.8442,364.53
42.4286,-71.4345,2.02
33.9817,132.7733,10.19
44.7045,7.7732,0.95
45.5586,8.1547,1.27
31.8664,118.8118,0.32
39.1719,22.7294,1.65
44.4357,-73.112,0.96
36.0808,127.02,4.4
40.5784,114.8822,1.32
53.2189,20.8843,5.35
21.3709,110.055,58.12
35.6035,-119.6973,36.8
36.7613,139.9204,2.44
16.5605,75.4574,1.58
43.8276,6.0124,20.11
35.884,140.405,7.89
45.7495,12.16,1.23
53.3324,16.0824,6.58
38.7866,28.3778,0.74
52.0829,7.2274,0.67
28.5816,117.0176,9.68
28.954,90.3864,7.46
43.395,5.1137,8.65
15.7604,108.2385,3.71
39.911,-75.1207,1.82
41.4331,-4.8847,2.86
39.623,-2.3797,19.52
34.2416,134.0618,1.87
37.7837,27.4264,7.05
27.9002,72.9426,80.19
35.8331,117.6984,2.16
39.5843,22.4453,4.18
36.3276,139.84,2.04
53.579,20.3138,9.31
-22.7448,-52.9953,6.23
32.6511,-116.9597,0.64
53.5168,15.3404,3.21
33.4099,-111.867,0.45
35.5566,109.6947,46.31
36.6686,-120.1078,0.74
37.8444,138.8932,55.83
46.3875,17.8308,0.56
44.6253,11.4208,0.99
36.3109,140.0655,16.85
37.6248,29.2796,18.05
35.469,-119.1692,4.28
44.2649,92.8557,29.8
36.0284,139.4322,9.49
38.6592,39.772,6.76
51.513,-112.7575,84.05
43.8119,119.0654,39.78
30.2585,117.2903,2.14
49.6097,8.5616,2.76
22.441,120.5568,3.72
36.3144,114.8565,0.45
40.4471,106.6239,13.24
40.859,-81.763,3.15
35.0137,127.8906,1.7
35.1578,-117.9834,3.33
44.9379,-0.6237,11.44
-25.7286,28.3422,3.84
37.4271,-5.7905,107.58
38.1945,-122.6637,1.37
34.9302,-80.6297,47.81
39.582,-119.0702,20.22
39.4157,22.0994,0.51
17.0386,102.9131,1.72
52.3453,4.595,2.35
30.3877,114.174,11.38
42.087,-73.0095,4.66
42.1678,117.054,0.87
35.0159,109.0196,6.57
37.9398,140.6134,1.01
50.4226,15.8876,7.24
32.9991,115.9823,0.42
37.5817,141.0174,30.77
42.0221,14.2877,0.77
59.4336,26.2738,3.91
38.9824,110.4501,8.91
36.7195,118.5021,0.7
40.0868,-74.8385,3.0
49.4472,9.9476,2.62
54.4935,16.9601,29.99
42.7106,141.7975,151.93
45.6571,-95.5189,1.58
44.1753,-73.2555,1.97
-27.384,-55.9589,5.29
51.7963,11.7536,0.9
33.3083,126.673,2.56
37.6522,-122.3827,0.45
36.8392,136.756,3.47
22.1263,120.7484,1.21
49.3453,16.0018,6.06
36.7252,126.4918,7.06
34.9692,-79.9427,5.47
50.8877,12.7878,3.03
47.209,7.5554,2.74
36.756,126.5122,1.98
41.2317,-82.7121,3.99
11.0371,76.9471,3.65
40.7955,113.4375,0.99
31.1639,118.6338,18.53
54.5232,8.6715,2.96
41.2261,124.4722,4.95
-22.3978,-43.5641,4.21
43.229,25.9701,5.23
37.3064,137.137,1.93
45.4569,10.7835,1.19
40.7609,-74.0655,2.76
53.9686,22.0365,1.26
41.5189,13.7804,3.13
37.235,118.1977,1.88
39.5856,-83.1641,123.49
16.6832,78.3537,6.06
-15.7422,-45.9498,444.97
42.9996,-78.8867,2.65
31.786,130.8081,2.43
32.0684,-96.5857,153.5
34.6862,132.7514,1.23
40.8756,-1.3538,1.62
37.1859,37.345,3.27
38.8442,100.209,97.48
33.5319,117.3896,0.61
41.0128,-0.3807,30.03
40.1937,-74.1552,1.97
37.3534,38.9453,2.3
38.7227,140.311,1.08
35.8707,129.0101,1.94
53.0233,9.0692,1.0
31.4124,130.8143,2.58
36.3078,140.4029,0.54
37.817,120.8853,4.09
24.4341,54.6083,12.55
59.3582,26.2107,0.83
38.8847,35.8286,3.68
41.0311,26.2649,1.17
53.0199,6.2513,1.17
36.5779,-6.1056,40.02
34.3034,-79.9246,3.77
31.1761,118.3487,2.2
50.9892,5.8004,6.43
42.6274,13.9947,1.23
40.2084,140.3875,5.17
40.6163,141.4139,1.6
28.3748,76.8775,0.63
11.1852,108.3011,2.79
35.3402,-79.9004,5.61
35.9116,-78.8735,1.96
39.8244,-0.3399,3.43
38.4394,23.119,0.88
47.576,19.9438,3.05
39.7971,141.1072,1.21
11.5622,78.961,6.76
23.9641,72.3518,6.11
24.0474,114.8619,43.34
44.7357,-69.9214,2.16
14.0494,78.4512,30.46
39.4657,-122.1913,0.29
33.257,126.233,1.42
35.0386,136.2052,1.68
51.3288,13.9493,4.02
33.3337,97.0062,9.42
40.7323,-73.3759,6.97
36.0163,128.802,1.92
37.5549,14.4475,1.46
38.1888,127.9261,0.39
36.2477,-119.5833,7.07
39.9749,-3.4158,0.81
35.3661,127.2155,2.08
43.9343,-75.9379,2.01
42.0048,108.051,60.25
43.2924,-73.5682,4.98
44.3549,12.2326,1.73
27.8168,-81.9592,70.2
44.2477,11.8735,2.32
39.5711,21.9799,1.11
29.3469,89.3156,2.88
9.8121,78.693,13.18
45.9151,15.5572,4.34
36.4126,139.1513,0.6
21.8846,112.6234,11.22
41.6605,15.5076,5.61
17.7323,102.5523,1.21
40.6399,87.5886,179.76
37.0711,-2.3212,105.99
52.0199,-1.8012,15.55
19.4038,109.112,15.35
45.8995,-0.4595,51.29
35.6534,140.4127,4.21
37.064,136.9584,21.93
36.4341,140.586,0.85
40.9108,16.7075,1.26
36.9355,-2.0708,31.77
23.8164,120.7137,1.85
32.1961,117.0476,9.64
40.1849,-7.4515,38.27
31.8104,120.0288,3.56
31.9318,112.6406,0.84
42.8821,13.7574,1.25
51.3454,11.1141,3.1
40.8674,15.4471,1.19
35.1862,127.9014,3.51
40.1956,111.2103,7.16
37.1213,110.1466,6.82
26.2985,111.7019,30.38
41.5781,-72.1038,4.48
36.8976,-120.0659,1.16
45.1889,10.5334,3.14
43.1044,13.5331,6.95
34.4692,-79.1542,5.62
39.0463,110.8071,49.85
37.3918,33.0276,7.48
44.9797,9.885,1.28
49.5062,13.9805,1.83
42.9295,-73.7102,29.64
40.9984,17.1166,1.34
38.6556,22.71,3.0
40.9951,25.7044,0.82
36.2058,127.5172,0.32
38.6766,21.1609,7.42
22.4383,107.7132,4.85
35.4763,127.5744,1.3
35.2864,126.4702,1.67
37.4234,128.6769,2.12
51.9653,21.5536,2.03
38.6518,140.9289,2.51
18.3806,77.0245,1.64
43.8943,-92.862,3.77
32.6872,35.5455,0.88
49.7823,12.2036,8.12
-22.5653,167.436,1.28
35.0235,127.8523,2.1
39.8475,-77.9162,19.31
27.9076,-0.3172,20.67
54.0333,9.6062,9.92
36.9883,115.518,55.15
41.4089,-74.5098,5.56
14.0605,108.9683,3.29
32.6606,115.7258,0.6
0.1081,117.4765,4.5
14.6509,79.5845,11.58
34.5163,133.5,3.22
39.2478,22.1585,1.98
15.5708,108.3342,2.73
47.7544,9.6755,3.63
35.3184,126.5348,0.83
37.5279,36.9861,4.07
26.1237,103.9263,13.19
27.6392,113.9912,13.99
30.7015,115.0934,22.63
34.3504,115.9903,0.35
54.2331,9.0999,4.5
36.2297,140.2873,0.61
33.5826,-114.7271,401.54
41.0594,107.0203,16.71
14.4507,76.779,8.1
41.4585,-71.7056,4.73
34.9514,128.2092,0.61
50.6946,9.7539,0.51
49.7192,8.9302,1.1
34.9069,126.9945,1.44
44.0124,116.1743,25.15
53.3843,11.6392,14.01
39.9339,-0.1668,1.8
51.4365,10.8049,2.0
46.3507,2.5701,6.82
48.2547,10.358,0.83
37.7642,30.4574,3.27
42.1778,-71.0785,5.62
47.4372,19.5915,1.95
38.7705,35.3023,5.67
49.4447,17.1204,4.1
35.3193,139.8546,18.56
35.1762,-89.8396,0.51
35.3395,137.0542,16.43
32.2809,-84.0633,1.25
49.5753,9.3731,1.11
24.5869,112.6462,4.14
38.8055,20.8615,1.98
-25.4048,28.2666,1.88
34.4531,126.5132,3.01
34.9599,126.3119,6.17
22.0874,-79.4766,4.62
33.5236,131.1737,1.01
38.7279,-0.923,51.29
35.4602,126.4648,1.37
35.0152,134.9892,1.67
30.9428,119.986,1.44
36.4384,-77.7101,29.46
48.1584,6.1009,0.44
34.4084,119.9395,134.93
35.5954,127.3727,1.55
31.6015,101.3365,92.59
44.2568,12.0823,1.93
32.5751,130.6628,1.39
39.7497,-75.0178,0.35
37.4196,-6.2753,161.5
32.9294,116.2335,0.46
41.4974,1.896,4.59
33.0441,116.4746,0.43
50.2847,16.1253,2.53
-22.5078,30.9519,1.16
23.1067,112.9677,0.64
50.0171,6.1523,11.11
54.3189,9.9401,10.32
34.0002,133.0551,3.26
51.6276,13.6977,2.66
31.7656,75.9924,0.88
35.5053,140.3866,4.67
49.8401,-112.1706,1.16
34.7864,134.6123,3.49
42.0197,-71.0573,3.45
34.5305,133.1404,1.39
36.0334,128.1796,1.09
46.1125,122.3245,113.94
40.9034,87.0839,85.93
25.03,100.4053,7.71
40.466,81.5138,1.75
42.9307,119.233,48.02
44.9188,2.4863,12.81
37.4148,23.3873,0.62
40.9093,23.7651,2.61
36.5495,139.782,1.54
38.5926,114.4102,81.61
38.6531,35.7107,1.74
44.2628,143.4518,18.55
34.7081,137.561,21.51
35.0882,136.4857,70.6
37.2119,115.1072,1.28
42.8799,143.2159,5.63
48.0997,11.3347,11.68
41.6359,-71.0771,2.1
16.9531,78.8523,1.31
53.116,9.4067,0.45
51.2758,-2.1684,4.15
40.9888,23.5995,0.38
37.625,14.3751,1.06
34.6501,-118.0828,31.07
36.975,126.4507,6.28
52.604,14.1184,1.01
13.7486,100.8241,5.11
17.2987,104.4487,12.92
31.019,114.8498,160.25
51.7998,11.716,13.13
31.5192,116.3284,3.36
44.756,82.1385,631.8
51.9351,13.1959,0.42
50.4225,23.4425,6.42
31.7429,115.9129,1.46
43.1589,-93.1292,0.29
38.0878,127.5399,7.78
49.7985,9.9692,1.48
38.1686,23.867,8.1
38.428,117.657,40.91
38.9469,27.1939,1.03
40.6971,-74.2137,0.98
-19.9939,17.1187,12.39
37.1892,140.2448,55.54
16.4542,102.7613,1.29
48.4744,12.5347,3.92
35.0415,126.623,1.04
36.5178,111.5577,5.25
-34.0435,-71.0699,2.86
38.7693,114.7494,3.36
42.618,-72.2303,3.37
25.9547,104.3774,3.79
49.009,10.9512,2.82
29.1748,120.3219,9.45
16.7089,75.0746,1.18
41.4417,-1.236,3.17
33.7186,-112.1122,0.79
49.8012,6.8734,14.87
11.6328,108.1962,3.56
15.4681,-87.9685,5.01
37.6455,118.9354,100.38
43.1732,-77.845,8.51
