lat,lng,cap
44.3568,23.8596,7.95
37.5637,-6.0645,83.37
45.4069,11.7128,2.12
47.9033,17.9871,6.4
38.5628,21.4191,2.24
35.9128,-81.38,0.97
40.51,18.0108,2.3
38.5881,-1.7918,7.28
37.3558,14.9934,2.72
34.4911,132.7395,1.55
38.18,34.7782,0.81
37.4131,-1.6056,0.5
39.6828,22.6069,2.03
49.9449,17.8635,1.33
47.8723,134.4011,0.92
49.5073,11.7507,0.97
17.4314,106.4911,2.05
42.9999,10.6723,1.08
46.7865,12.6236,0.83
33.0521,-111.4892,1.74
19.9325,-75.1162,9.51
36.21,138.2441,2.65
43.5545,6.1708,9.42
41.9145,-70.8013,1.52
48.8006,13.5538,0.75
37.0368,25.4141,0.6
59.9443,10.8686,0.7
37.5648,78.3182,50.27
30.959,-103.3533,34.83
40.9813,16.9761,1.28
47.8724,17.2303,11.09
48.2896,13.093,2.05
35.4152,-78.6903,4.13
51.8134,14.9791,0.99
33.5253,131.6967,2.4
51.422,23.4566,1.33
35.0362,136.1728,7.22
32.7961,130.912,3.09
-24.0467,29.2755,0.69
17.0154,107.1068,1.47
41.2299,124.4277,1.29
37.8577,21.5714,8.28
36.7993,111.0055,0.91
37.862,140.1081,2.72
34.5888,-113.174,19.81
51.8376,17.0016,1.35
40.9507,22.1573,3.55
36.1188,128.7046,1.5
52.4724,4.6307,3.41
37.0191,140.0825,3.58
25.4706,115.723,0.67
37.7559,140.8904,36.03
24.5772,112.8963,2.46
31.6114,120.8045,3.06
38.6249,29.4816,5.33
25.2992,102.467,0.65
24.8018,115.2274,2.69
49.8218,8.3289,3.63
31.8441,116.0827,0.36
31.5876,114.8707,1.63
42.2561,14.0009,1.75
36.2752,129.0396,0.92
34.3011,130.9431,2.83
35.4188,-81.0142,0.86
44.0297,2.1455,9.05
43.328,17.4439,3.11
39.7059,30.7261,0.79
28.1367,119.6798,24.75
39.7202,20.7526,1.55
40.5627,-74.6962,0.34
39.2432,-3.2591,0.5
53.9107,12.8371,3.25
53.0327,17.7997,2.51
50.8171,-4.1168,4.28
39.0131,26.4898,1.13
30.803,35.2613,1.25
34.5199,134.8922,0.69
43.2498,13.3266,0.66
37.1825,128.6166,2.85
36.0474,139.427,0.84
42.4441,-89.9033,88.47
47.0619,2.2743,20.21
-34.0018,137.6868,8.1
36.0652,113.1969,11.67
39.5625,109.1641,11.98
34.5632,132.5677,0.75
35.6549,140.3535,4.4
49.7598,12.6741,3.21
31.2352,114.5056,2.97
45.4212,18.0354,0.66
37.7697,12.9185,4.82
51.9047,54.1656,13.14
29.8747,121.7585,0.66
40.6296,-122.224,0.37
42.7692,141.7722,2.5
39.4388,-1.9248,6.77
58.3072,26.7097,1.28
34.5353,110.3048,4.17
30.6172,115.0608,10.87
15.3572,78.2193,11.56
11.6865,106.1145,3.2
36.3512,139.619,1.56
51.4266,16.6189,2.24
35.8226,128.4967,13.39
37.1096,-120.2982,1.43
36.7236,119.2095,2.03
-26.1809,28.1153,1.46
32.1272,117.2999,6.63
36.7058,101.7514,0.58
47.4196,7.1312,1.57
44.8786,12.1697,1.25
35.9636,126.7819,0.48
39.3193,-74.9716,1.26
38.4226,43.3781,0.89
50.8797,21.6298,5.85
35.2772,139.9771,3.81
41.9092,116.2167,10.22
35.2585,139.9967,0.61
39.6233,27.7115,1.29
51.0296,9.6896,0.87
44.3614,25.4805,17.95
41.0164,-84.1797,0.5
33.6961,-117.2166,3.2
34.6941,136.4646,1.59
38.4037,114.1506,0.96
37.9904,12.6442,0.7
34.6055,136.5648,1.9
42.247,-72.0504,6.13
25.7336,100.3426,5.6
41.9388,116.2377,12.73
39.697,21.6858,0.72
41.5242,-8.6877,0.45
49.0593,12.6197,2.74
54.2135,96.9716,0.49
35.4895,112.5429,23.76
52.335,5.2831,15.72
43.0601,25.6074,2.17
45.0471,8.4257,2.76
58.7387,24.2915,2.07
29.4481,121.0175,4.5
-20.1593,32.7875,1.56
22.1436,73.8247,1.67
52.5722,8.8268,1.95
40.378,21.8298,1.05
38.8803,112.2732,19.65
38.7509,100.8169,119.29
37.432,116.3894,6.36
34.6413,115.5224,0.33
40.1001,42.1578,17.67
40.0132,18.3554,1.96
37.111,-3.7506,8.18
39.4028,22.278,1.07
46.6055,1.5,3.25
38.0173,-77.9521,10.63
42.1527,-72.427,0.89
39.9831,18.2081,2.67
32.2545,117.1518,28.15
33.2865,131.0614,1.2
34.756,32.5291,1.86
-22.257,-69.6113,60.65
35.463,137.0049,3.13
38.1884,77.094,8.0
36.8609,126.5589,3.88
38.961,27.9728,1.61
24.4333,118.4577,2.32
53.2111,19.6287,2.66
46.4623,-67.8603,0.48
39.1139,-7.1328,0.42
43.1975,90.9489,308.2
35.7272,-119.9017,34.08
40.9905,112.5679,30.73
26.9458,106.5088,3.43
36.1556,139.7059,0.42
40.8847,-84.5704,1.09
37.2549,-5.0063,0.58
35.6401,103.5805,6.1
-25.8193,28.0554,0.65
19.6692,110.1545,4.04
49.4992,6.1122,2.68
36.5277,140.1368,18.59
47.0853,7.5741,0.38
52.1215,6.2302,6.92
-34.283,-70.9551,10.87
26.4084,105.3818,7.4
26.6592,110.5321,1.33
21.9419,100.3356,0.88
34.618,-87.0406,0.34
39.0778,37.2309,1.56
29.9103,77.8716,3.05
36.863,140.4225,0.67
45.2877,7.9505,2.64
36.4831,138.8986,1.62
42.2272,-71.2485,1.3
24.2171,115.7506,11.04
40.7708,23.4463,0.34
48.4441,12.5742,1.82
52.2331,16.3378,0.92
50.4397,4.9387,8.91
38.2738,76.8579,467.94
31.4259,130.2962,0.5
36.4027,139.7591,2.12
31.2338,34.3555,0.85
31.2314,52.4802,9.9
35.0866,137.0265,3.0
41.9015,12.4546,0.37
31.4579,130.9128,2.58
41.3056,-0.096,3.31
36.0959,113.852,5.3
35.967,140.5351,0.79
36.2853,114.8027,0.34
-33.3663,-71.5909,4.33
38.8178,21.1741,0.32
36.6191,137.1804,1.56
41.6761,115.9829,3.47
41.691,-72.9789,3.02
32.7289,115.119,0.52
16.0488,100.7427,10.02
34.8803,134.9044,11.32
12.911,108.1764,1.0
35.4477,112.303,0.9
39.777,-104.5871,2.29
49.9152,10.6973,5.42
45.2575,-0.688,3.82
27.4736,72.3869,23.76
47.4853,126.8187,0.91
33.4313,116.2968,0.31
49.5622,6.8432,3.19
42.9782,-77.8748,3.52
41.6475,15.5126,3.41
41.8016,22.216,3.48
34.7925,138.273,1.34
39.5367,32.9225,3.8
37.7948,22.663,0.33
28.3011,112.8409,10.06
38.3411,23.3632,3.76
45.6761,9.6362,0.64
39.4545,-74.5861,0.68
54.1443,20.5995,1.32
32.2192,116.8758,17.35
28.1522,115.5519,19.99
35.7754,138.4746,8.56
36.3068,-119.6303,3.57
31.9113,121.7863,18.71
28.3214,115.9891,8.73
25.494,112.4517,1.46
48.0607,11.2951,1.96
41.7019,114.3693,1.28
25.9655,-103.3811,43.59
28.6407,55.2051,2.41
44.1309,-72.434,0.93
-34.502,139.2801,5.51
42.6502,-70.837,0.79
42.0253,121.1464,5.7
35.2536,114.098,8.85
51.715,13.4842,2.48
40.9041,25.9452,1.69
34.504,127.774,0.82
40.3088,23.2876,0.69
41.2697,119.7487,2.35
40.2859,-74.0577,0.26
36.7308,140.1599,3.02
38.8954,141.1141,2.16
44.5106,7.6629,2.05
26.1882,-80.2438,0.62
34.9428,126.5438,0.5
41.9049,22.3156,3.59
36.1515,127.4903,2.87
35.8826,110.8311,5.77
35.935,140.039,1.11
51.2731,6.0929,7.47
34.8403,-77.222,6.22
42.764,141.6628,5.53
35.8565,112.469,2.88
34.8841,134.8634,1.39
45.4906,10.0594,0.9
38.2976,30.5193,18.16
48.3525,9.5352,0.69
32.8671,116.0512,1.93
12.5463,79.4441,4.4
34.8513,126.5719,7.17
24.8278,104.6766,1.8
39.394,20.4079,4.5
35.0713,133.9449,5.58
40.43,-111.9254,1.61
44.205,12.097,1.5
23.9133,106.164,8.31
44.2432,10.7841,0.61
36.3681,128.2337,1.9
39.9593,-5.1341,1.27
34.8375,134.9464,2.79
39.4629,-122.0218,1.18
33.2991,112.6554,7.6
42.5628,141.3349,18.3
34.9171,127.5379,0.84
38.3392,37.3171,3.29
33.4502,113.4114,1.21
35.3281,-106.5617,0.54
30.2958,112.7664,1.23
22.743,72.1826,43.85
46.688,21.05,0.78
31.4648,117.0756,4.81
40.8759,26.1491,0.45
44.9744,-122.7751,3.04
35.3111,127.9349,1.11
42.7189,-4.2718,1.15
38.9874,139.8598,18.05
37.3956,113.6124,23.16
33.5547,116.7338,12.2
35.1689,-106.6,2.81
52.3879,6.2857,0.84
36.2533,139.85,1.12
38.9991,-77.0277,0.57
6.915,116.79,28.11
51.676,-4.0112,1.53
37.4517,110.7015,7.9
43.0227,-75.9583,4.43
33.3665,-94.0407,0.88
36.7462,114.9748,2.7
32.8227,-116.9018,0.55
33.5495,116.1367,1.31
12.5521,107.9869,1.28
-1.2496,-78.6062,0.71
38.46,32.9581,1.25
37.2674,136.9384,23.59
38.0738,128.2785,1.65
30.222,119.2907,5.93
47.6654,9.5776,0.37
36.6068,140.3738,43.23
33.9262,115.8222,9.11
50.7288,-3.4698,0.44
16.0572,75.8374,16.24
40.5144,35.6626,20.23
41.5479,-83.578,2.59
37.0565,140.8344,1.18
31.2497,75.4825,1.32
47.3164,7.8087,0.7
32.9602,130.709,4.22
41.8015,-71.5584,1.27
27.2032,100.9444,12.98
46.9587,19.3005,0.83
26.8804,111.7104,0.81
37.8631,118.165,4.18
53.06,5.8377,5.12
41.932,25.4254,0.56
46.8373,17.214,1.51
31.9163,35.4604,10.46
39.1846,22.2846,0.45
-23.3616,43.7159,3.27
36.1895,-119.4942,1.05
41.1028,-87.9774,3.44
50.9401,3.2666,0.7
34.58,132.7906,1.43
51.551,8.3264,1.26
49.6224,11.9244,1.57
40.5431,41.9389,1.43
38.3112,34.9159,5.62
38.427,22.9514,0.37
23.3733,108.4289,1.69
35.58,-119.4774,0.45
48.0582,22.0413,1.87
35.4806,136.701,2.74
37.0427,36.0006,4.74
37.2248,121.1879,5.81
33.1949,116.2697,0.83
37.8664,-120.9708,0.68
44.7261,7.6277,1.72
-8.648,-36.2787,1.35
34.6604,136.3816,5.74
34.9753,136.5147,0.86
37.705,138.9279,1.79
22.2652,107.2822,4.96
17.2851,79.1469,19.96
32.9188,117.514,2.76
49.2389,10.385,7.65
54.3128,20.0825,4.56
36.245,140.4104,2.67
36.3024,139.5321,1.06
48.5517,12.0713,2.5
10.9735,77.2117,0.6
37.3985,97.0803,1235.08
39.018,139.9411,0.99
44.651,7.8458,0.57
-20.7611,-49.1941,3.0
51.1345,-4.0227,1.06
21.0178,80.838,1.01
37.8736,140.123,2.94
40.4316,114.5129,0.89
45.0467,11.298,1.78
26.8852,105.3522,29.07
23.1539,114.3222,3.73
51.7102,11.9857,0.74
43.2194,2.4047,6.2
31.2782,130.3306,3.6
49.726,22.742,0.69
34.3993,126.8246,1.11
42.0787,25.2181,3.87
40.9236,-4.9991,2.02
16.5277,77.9016,82.95
33.8786,-117.3011,4.91
33.7364,-83.6967,3.89
49.0546,13.8012,1.37
34.7454,33.2835,2.92
49.4365,16.8118,0.71
48.287,72.9093,60.69
22.4713,108.5117,7.32
14.2888,-89.1569,3.22
34.7231,133.7936,0.78
12.5813,107.8254,2.33
51.6263,0.8428,6.42
39.6997,31.9582,2.33
35.9894,139.8516,0.65
43.1111,13.4864,0.96
35.7015,105.8,1.1
47.6963,19.1736,35.26
40.1717,21.9271,2.4
44.4083,11.9333,0.76
25.8415,105.3004,12.55
52.2088,20.1805,2.53
31.5123,120.7089,0.62
50.3953,8.8269,8.2
-33.8258,-70.7839,28.34
41.06,26.2625,0.42
38.667,22.9298,0.48
36.0331,138.2365,0.58
34.6523,135.6266,0.56
35.0392,-90.8065,1.87
35.8,126.8519,0.41
37.2674,22.3552,3.51
37.1558,128.3286,1.25
45.5151,11.4372,1.17
43.0753,-73.8965,11.5
37.769,127.3736,1.67
31.8974,119.4882,24.63
40.0797,-119.9684,72.4
39.7222,-105.0804,0.6
32.3399,-82.433,4.63
38.0173,35.4655,2.18
45.6243,11.6888,1.51
48.6439,21.0706,1.87
23.8595,101.9,38.96
27.7542,-82.1655,71.61
-27.638,153.1353,0.64
34.5095,126.914,1.98
40.032,-74.6251,0.64
46.3461,16.1624,5.16
29.4754,76.9812,0.85
32.6404,35.3546,1.04
43.2235,26.9127,2.62
49.202,11.6592,7.33
40.2743,29.0559,1.27
43.0592,13.505,0.55
34.6113,135.438,0.62
45.6628,13.833,0.39
40.9188,-4.1509,14.09
37.1822,129.0608,1.26
33.1262,112.2525,0.38
36.7647,137.0505,2.14
35.4202,132.8457,1.24
37.2915,115.423,37.59
43.295,144.5812,1.07
36.4266,29.5126,0.94
36.492,139.7555,1.66
4.2945,117.9355,5.11
34.6362,127.409,0.71
35.7515,112.5404,0.96
34.1935,113.1799,1.97
31.6899,130.9716,0.68
37.7531,37.5197,3.69
41.4519,113.31,2.34
51.9084,0.5925,10.25
36.3991,140.5085,1.64
14.5544,100.3516,1.72
35.0087,138.5147,11.36
34.4415,132.8038,0.71
39.4904,-75.0381,0.65
37.451,-5.8023,59.86
43.8492,10.5865,0.32
49.6957,10.9446,2.37
-20.1853,57.4506,4.05
31.726,-84.164,0.8
31.8411,131.3552,1.57
-7.6024,-34.9556,3.3
37.0763,-76.9318,0.57
28.4531,112.3156,1.89
35.1029,116.5639,13.6
15.4087,-88.0064,2.31
40.7516,-99.7334,4.69
35.0408,-85.2811,0.83
35.6717,140.2648,2.47
39.9654,-5.8922,8.8
23.8471,103.2914,3.49
44.8882,-91.3522,1.56
34.9779,32.4727,1.63
35.3356,127.1993,0.92
51.4579,14.2633,1.64
36.8552,106.7186,1.0
42.4026,24.704,2.16
36.3746,28.0212,0.51
26.9626,114.7415,3.49
23.6902,120.2026,0.44
31.7392,131.1503,0.38
36.014,126.93,4.27
36.1613,140.5367,9.45
39.5888,-76.6384,3.32
46.2962,-97.0354,0.52
15.471,-86.6672,1.61
34.9331,136.5193,3.9
10.2872,123.9597,0.99
36.9788,119.7131,2.27
45.01,9.9313,4.58
40.239,22.5191,0.34
52.8473,13.7676,3.31
40.1888,22.5479,0.33
32.4891,34.9517,0.88
34.7853,134.5198,1.07
40.1915,38.1341,1.6
44.6399,10.684,1.01
52.7657,6.9046,4.54
35.0275,134.4903,2.05
45.1941,8.0848,1.37
-33.1108,-70.8052,24.53
32.5006,112.8498,15.66
24.288,105.7128,25.15
13.1169,-59.5935,1.31
36.1075,139.83,2.86
37.273,121.2747,9.77
51.7869,11.6,9.3
40.752,14.7886,0.35
39.9578,8.6375,1.52
45.9562,18.7085,1.53
36.4255,-114.8885,111.43
34.8835,134.9105,1.51
43.5944,13.043,1.3
44.0689,-77.9369,1.38
36.8232,120.432,3.04
49.0276,8.4615,0.51
52.6903,16.6208,1.31
31.9753,131.3307,6.61
37.2637,14.9565,6.11
44.388,5.5651,8.82
51.5989,13.435,1.75
36.2834,140.0752,1.12
35.68,5.9862,2.78
37.818,-3.0882,2.52
45.04,8.187,0.98
39.9987,-0.1707,2.92
36.1078,-120.2425,0.73
37.489,129.1423,1.97
41.0181,25.6135,1.73
45.6935,25.6923,5.99
48.3866,19.6866,3.66
34.9078,111.305,71.64
33.2058,131.6303,0.45
49.6494,9.2725,1.05
37.555,141.0179,34.74
37.9269,21.3499,4.16
40.0759,18.3484,6.06
10.9746,77.6391,4.62
34.8956,127.5495,1.64
33.5541,120.2358,2.54
48.2692,123.9347,0.84
39.0947,-1.7538,4.36
23.4488,112.8396,5.02
-26.2209,28.2812,3.87
35.3754,126.4211,1.3
46.6848,12.8905,0.48
51.7038,15.8215,5.7
33.4682,-88.621,4.77
34.9446,133.9768,53.87
33.2061,120.747,3.52
35.0303,25.075,1.12
35.2012,138.6661,0.94
35.7679,106.4697,1.93
42.8313,13.7242,1.81
36.0681,140.361,1.69
40.141,26.7185,1.55
45.5867,-94.3881,0.49
39.2176,-74.7731,0.72
13.6756,107.8562,1.8
38.9686,115.1839,23.13
45.0508,11.615,0.62
25.8652,101.1432,6.52
35.5214,-119.3883,1.37
51.7989,30.2072,23.42
42.4971,23.7399,12.95
27.302,111.4767,0.57
34.0511,-117.4699,2.72
33.6329,130.8215,1.09
44.8757,10.0824,1.31
37.8706,113.6802,139.94
40.5351,141.5119,3.76
53.6869,11.175,3.31
39.6235,22.0268,1.43
48.8862,9.9192,2.78
9.2967,7.224,9.3
36.0019,127.2284,1.6
40.7828,119.7711,1.56
37.6382,37.5952,1.83
53.0537,12.3401,10.42
36.7238,-119.7743,1.92
35.5499,112.1614,5.44
-12.3682,-54.9551,0.93
33.0308,130.0951,2.08
-20.1684,-70.0536,15.91
43.9705,-70.5779,2.14
42.2336,14.2905,0.93
37.778,14.763,0.74
-19.5133,-46.5609,19.5
24.6241,120.7583,6.47
37.7323,22.82,4.28
37.9678,105.8921,17.15
50.9936,11.9052,1.41
43.2093,2.3921,0.37
39.7869,37.0827,2.54
34.1334,117.1618,16.16
51.5141,6.9114,1.14
50.8699,21.6669,5.69
45.9438,0.3552,8.68
-12.8932,-56.1484,2.62
32.8137,-117.0055,0.86
32.9862,129.7883,1.21
33.2109,130.4933,1.16
44.7627,4.7616,16.05
48.1998,18.0753,2.04
44.9955,23.1172,4.45
37.0067,136.9263,1.87
25.5045,101.8082,0.82
20.5408,-15.5417,34.24
25.2438,100.8152,5.37
36.1752,126.7385,0.58
35.4733,-82.8905,1.58
22.5428,75.7765,5.4
46.8641,18.775,0.93
41.953,14.6685,1.53
26.9272,111.8574,2.4
42.0378,-71.2026,0.48
42.4768,115.9311,21.31
-6.185,106.3386,0.54
34.4404,132.873,5.9
36.6628,117.2098,1.8
50.5088,2.6809,5.9
33.9077,118.3038,0.51
36.2918,139.5826,0.47
35.0736,134.9186,1.7
-22.0723,166.2236,5.46
42.8477,-73.436,1.16
42.8973,143.2258,2.45
46.0136,130.757,1.16
44.9746,11.7261,2.96
34.7192,116.425,10.74
31.8373,131.4108,4.24
48.0704,11.7409,4.04
48.7086,11.6463,8.23
42.8847,-77.7157,3.0
36.9916,14.5048,2.33
53.5198,12.9225,0.72
36.935,140.133,1.13
49.4667,7.6988,1.71
48.8566,16.7002,3.66
37.2988,39.9029,8.49
40.8992,26.1949,0.51
34.9716,127.6772,0.9
42.0395,24.3304,1.04
36.6832,136.75,0.86
36.6898,139.8199,0.8
40.7565,-111.9475,1.0
49.5578,7.1434,4.04
36.4301,116.7096,26.58
34.2807,131.0391,0.85
42.6082,141.4671,3.99
31.4768,34.4723,7.04
50.6838,12.3636,1.02
41.8457,23.4911,6.29
39.5463,34.4049,1.6
26.2737,101.2352,3.91
39.8199,140.0347,2.52
39.1011,22.2805,0.79
40.0099,113.9438,0.68
27.4871,120.5235,3.48
43.034,12.4791,1.13
45.9045,28.6549,1.48
34.4993,-85.4511,2.63
43.5983,11.1591,1.14
29.8262,31.3333,1.07
32.3718,-111.2835,37.58
34.4139,136.8816,21.59
39.05,111.4939,5.11
35.3298,-118.9932,1.02
27.8905,-15.4116,11.52
38.139,-1.809,4.2
36.2368,140.1712,3.01
40.3625,21.7733,14.32
36.506,113.1939,45.75
34.7079,115.5568,0.3
43.762,-71.6734,0.4
24.2278,-104.4714,82.66
49.3213,16.3893,4.82
39.0392,-2.1967,1.01
37.3881,-6.8958,28.02
50.432,-4.6652,5.84
49.0492,17.4705,0.34
13.9743,107.4899,42.83
38.676,27.9315,3.49
53.9071,19.1008,45.07
40.4684,-1.2429,1.15
32.9931,132.8599,34.83
37.5117,138.6842,2.8
39.9977,-8.3998,16.86
40.5882,17.0798,1.33
36.527,140.119,6.23
22.833,100.6372,18.52
32.589,35.4262,0.52
41.1027,25.3125,0.67
35.2705,-116.6835,2.22
-7.8136,-37.84,5.79
51.7314,12.4031,17.65
36.4063,138.8573,2.45
46.2855,20.9964,0.8
37.2268,-77.2404,13.12
38.1978,-7.4155,46.89
38.925,22.2818,0.39
13.5839,-89.8142,28.33
37.8671,21.5312,1.1
28.9763,118.6215,2.47
32.4826,130.3878,1.03
27.3548,115.9088,0.31
39.0005,88.1659,0.9
31.444,116.4036,2.28
34.2275,119.1432,9.91
29.8144,118.7981,25.95
47.1499,16.3182,2.75
37.2999,-6.7975,1.21
35.7083,140.7279,0.8
42.1749,-76.2533,1.5
44.0886,25.5697,9.32
49.6537,10.1164,3.85
36.4459,140.3533,3.9
35.7698,-119.3016,1.09
48.6177,13.1656,2.24
39.4158,28.3053,1.52
51.0477,9.9557,2.64
19.539,110.3691,26.45
36.5008,129.1818,1.0
42.3412,-71.0444,0.83
10.9366,78.8422,10.29
37.0902,128.9697,0.88
35.7138,138.4958,56.06
43.8168,-88.6298,2.37
24.9958,118.0949,1.9
37.0858,21.986,0.32
34.1899,-116.0916,11.71
21.0902,110.2089,34.82
47.0191,21.4981,1.46
8.9373,77.6985,9.95
35.4271,140.0758,1.62
36.725,139.9328,0.41
8.2592,-81.9776,5.35
10.5611,123.4621,85.12
53.1276,29.2494,2.81
34.833,138.2967,0.94
39.1987,32.1182,22.28
40.1823,-122.3313,0.8
33.5792,131.714,3.04
45.7603,12.9508,1.39
51.9911,18.3679,1.57
49.5134,12.0616,1.96
51.4828,11.2998,3.36
36.3399,139.3545,2.86
50.652,9.161,0.52
35.6972,127.271,0.54
-20.3581,57.4705,8.26
33.6546,-80.9563,92.22
15.048,75.1793,1.55
30.446,120.4887,0.95
36.2266,136.2194,1.19
34.0577,131.343,2.21
43.0179,-78.8568,1.05
27.5635,112.8963,18.75
40.2003,17.9477,2.71
35.5594,139.175,0.59
37.2943,114.8885,44.18
25.5476,101.8121,0.59
22.0358,70.4012,4.01
41.0842,25.5052,1.13
55.5379,21.3248,2.55
44.9952,10.6179,0.32
-23.0492,-45.6549,13.98
30.8898,121.8253,20.18
34.93,139.8471,1.8
36.1423,137.1691,1.7
54.5482,13.3173,5.23
36.0873,140.0236,5.23
46.4619,19.9674,1.95
27.8794,111.4195,5.87
38.1426,127.6423,2.14
18.4125,-65.9036,25.22
12.819,108.3772,2.73
32.1638,110.997,0.33
42.9186,143.1323,1.91
50.0828,14.9074,0.9
48.5804,11.2549,14.07
-21.9896,-45.2866,5.6
52.7074,20.9973,1.46
35.9522,-80.4121,5.74
37.7214,-1.1411,9.01
39.8331,141.081,21.95
44.2194,-76.7554,0.49
50.6836,-2.131,0.99
29.1322,55.3956,7.28
51.6398,12.2151,5.38
10.3641,78.1314,0.83
30.2678,112.6975,16.65
13.6674,-88.433,1.59
22.0488,73.1417,0.83
24.7389,99.4519,46.19
6.4043,3.0508,0.85
48.4145,11.9111,2.75
49.0741,13.8256,0.35
45.9905,13.3579,8.2
28.794,98.8195,5.5
24.0632,98.0039,3.73
34.3472,113.3037,2.34
51.2263,-2.7634,15.81
43.9984,12.1746,1.12
38.4945,30.8685,7.59
23.2679,120.1471,18.42
26.893,111.8221,2.49
15.8178,108.0436,2.17
57.3174,10.502,1.47
41.8854,-71.5848,1.06
16.7511,102.6178,18.69
41.3662,-1.6505,4.98
48.2486,12.4832,0.6
30.7226,120.8872,3.77
53.1314,6.6307,1.54
14.4426,100.8936,2.19
35.5295,110.9139,10.05
23.8594,117.4486,5.26
40.194,114.2518,1.16
51.6499,5.6705,12.08
49.4626,10.4343,2.31
40.0118,16.0283,1.28
-34.819,173.1104,9.42
34.0161,131.2183,1.52
33.3365,111.8023,0.68
54.6183,17.5435,2.1
35.0149,127.4192,1.11
49.8753,11.7937,5.02
39.8111,22.5187,1.14
33.6899,130.7547,1.2
33.2465,131.7591,48.3
27.0814,118.3534,2.33
42.312,-89.9096,3.19
36.9361,117.7256,1.2
39.2038,111.4917,0.64
21.1941,71.8877,35.59
41.4747,-71.6139,0.41
31.2434,121.6922,1.06
17.857,74.2636,14.22
49.938,17.2772,1.86
33.9844,-79.5648,3.14
12.1852,109.1135,2.44
49.7144,14.0958,6.12
39.028,141.1148,3.12
45.5087,10.3,0.78
33.4078,114.9344,2.45
53.6186,-0.6887,6.58
52.1663,5.4402,11.22
44.974,-0.0227,12.3
38.1843,-6.6394,10.34
42.0008,117.8153,0.64
42.7116,-72.0508,6.11
48.1661,9.7924,6.05
35.4572,127.6308,1.43
38.5896,38.8709,5.42
42.5728,-72.6131,3.46
43.2661,11.8514,0.68
27.8354,111.4073,10.93
40.1988,-76.1623,3.93
36.5575,140.6455,2.03
38.6816,-0.4704,0.54
38.2037,127.9245,0.66
45.1711,84.9688,2.72
8.0421,-81.1626,11.47
35.5392,-79.8034,4.72
45.6653,123.9795,2.91
9.579,78.2846,8.22
42.1864,25.2636,3.58
55.4768,8.8036,1.24
54.731,25.0774,2.9
38.6054,39.699,2.57
37.4135,15.0579,1.53
-16.1804,-49.1734,2.35
43.0054,10.6113,3.44
50.8348,14.2655,1.52
38.6832,34.1089,29.01
39.973,18.0967,4.82
34.5962,136.5624,1.02
51.1249,0.014,7.94
37.6752,111.0483,0.89
39.1832,-3.3201,230.18
32.5143,112.8021,38.5
52.9689,5.8771,18.51
39.3367,20.443,2.83
37.0856,119.1987,0.88
23.7069,72.4688,3.26
42.8875,-85.1499,1.4
39.8978,112.8076,6.68
22.188,108.91,0.8
-25.3138,-54.0408,0.94
38.1847,40.9725,15.29
49.7049,13.2952,18.56
34.792,137.1082,2.66
42.1731,24.2928,3.97
37.1209,-109.4114,78.51
42.6031,13.6528,1.49
33.3073,120.0822,2.06
40.9646,16.2007,1.78
41.7394,-70.0157,0.8
25.5105,102.5199,22.09
37.7985,34.1829,10.84
43.6947,22.8618,4.11
49.5606,5.9004,1.28
36.5995,129.0572,0.87
38.1107,40.0542,1.38
33.0607,131.4013,5.17
40.4797,115.1891,0.82
51.0486,12.1831,2.18
36.5394,128.4087,2.32
40.071,-85.0459,137.01
49.909,15.0651,4.16
52.5381,6.2656,9.02
50.2905,11.0411,0.84
36.9568,33.4737,45.36
53.6452,15.453,0.81
39.2031,-76.956,1.85
26.9121,72.0847,0.6
36.849,139.9513,0.64
31.6158,-106.8356,91.84
51.1113,13.5826,1.71
44.5437,11.1835,1.03
41.6999,15.351,1.5
46.5148,19.4364,0.63
36.8904,126.2263,6.06
27.7613,-15.614,4.95
25.0951,98.9774,8.27
37.4116,29.4368,7.78
10.6057,7.3791,1.79
44.333,-0.5363,11.48
39.8624,34.9303,1.39
42.8241,-72.5696,0.46
36.0889,119.3965,9.69
45.2274,11.7511,8.76
37.3974,127.9,2.24
41.7448,-70.7723,0.62
36.0139,-119.3836,1.12
39.2847,8.9016,8.36
40.81,16.9338,1.7
47.2743,18.2784,0.36
43.9157,144.7311,1.36
47.5788,20.817,10.4
39.951,-105.1973,1.3
35.5751,116.7773,1.16
38.8253,-94.902,1.16
30.6742,110.0155,0.79
39.6083,22.4439,0.69
44.8373,7.3232,0.78
40.9587,22.6222,0.69
55.0684,73.2408,6.83
30.5625,47.3873,2.12
37.4476,-2.1607,2.29
24.7061,118.1151,8.46
36.227,140.4859,2.51
40.2398,9.0006,47.64
37.0032,25.4171,0.35
36.7588,136.7616,0.71
35.2193,138.9048,1.17
35.2695,137.1905,1.73
40.95,-87.148,4.0
36.0905,129.371,0.78
40.3625,23.1425,1.01
47.4942,18.2328,2.62
36.7562,138.1886,2.36
31.7508,130.6239,10.34
42.4499,14.1728,1.71
50.0906,18.1438,1.26
33.5672,130.8137,1.04
34.7564,137.6393,0.69
50.3071,16.675,1.57
52.2454,4.4738,2.53
47.9696,16.3374,1.43
41.0361,114.8351,1.54
31.8731,130.511,0.62
48.9159,11.1575,12.9
34.7158,106.1498,6.2
43.3235,-72.5164,1.94
40.0462,22.1025,2.32
-7.699,112.6918,3.45
53.2681,-3.6863,8.73
40.3633,119.0125,37.71
